reviewer_name,rating,date,review_text,wisata,visit_time
Putri Rny,5,4 bulan lalu,habis main pulangnya mampir alun² batu cuma untuk beli bunga☺️😍 …  ,Alun Alun Kota Wisata Batu,Tidak diketahui
arif rahman pradana,5,5 bulan lalu,"Alun alun dengan fasilitas publik yang bagus dan terawat. Masyarakat bisa kesini gak hanya untuk duduk santai2 aja, tapi anak2 kecil bisa bermain air dan playground. Di sekitaran alun2 juga banyak penjual makanan, jadi enak sembari nongkrong juga bisa menikmati kuliner khas Batu Ada playground dan mainan air untuk anak2 (air mancur) Toiletnya bersih, airnya bersih",Alun Alun Kota Wisata Batu,Tidak diketahui
Nur Aisyah Ari Yusuf,3,5 bulan lalu,"Untuk jajan banyak pilihan, beli bunga juga ok, untuk nongkrong aja bolehlah.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
SMA TRENSAINS TEBUIRENG,5,6 bulan lalu,"Alun alun paling lengkap, ya fasilitasnya, ya jajanannya, ya tempat sholatnya. Apalagi Masjid nya yang luar biasa nyaman, dengan tempat wudhu yang luas pake banget, toilet yang bersih. + Disediakan pula tempat peminjaman sarung. Eitts.. jajanannya juga luar biasa buanyakkk wkwkw mau yang gurih, manis, asin ada semuaaaaaa. Sayang sekaliii biang lala nya lagi tidak beroperasi.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Fadhilah Mahsunatul Fajri,5,2 bulan lalu,"bisa buat nyantai atau pun sekedar beli jajan terus pulang.. jajannya enak"" soal nya apalagi crepes cakfu udah langganan bgt dari dulu ada taman bermainnya tapi tetep dalam pengawasan ortu yaa ada toilet cewek & pria",Alun Alun Kota Wisata Batu,Tidak diketahui
Pondra Wijayanto,5,1 bulan lalu,"Tempat Rekreasi Gratis, Lumayan Bersih dan Cukup Ramai pas Liburan panjang  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Nur Muflikhah,5,1 bulan lalu,"Tmptnya enak, bersih, cocok buat jogging, tp uda ga se-rame dulu  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Narendra Arsyaka,5,2 bulan lalu,"𝐀𝐥𝐡𝐚𝐦𝐝𝐮𝐥𝐢𝐥𝐥𝐚𝐡 𝐒𝐞𝐤𝐢𝐚𝐧 𝐥𝐚𝐦𝐚 𝐠𝐤 𝐩𝐞𝐫𝐧𝐚𝐡 𝐤𝐞𝐬𝐚𝐧𝐚, 𝐒𝐮𝐝𝐚𝐡 𝐒𝐚𝐦𝐩𝐚𝐢 𝐒𝐚𝐧𝐚 𝐋𝐮𝐩𝐚 𝐉𝐚𝐥𝐚𝐧 𝐏𝐮𝐥𝐚𝐧𝐠.... 🤭🤭🤭 …  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Mas Falaq,5,1 tahun lalu,"Dari masih kecil juga sudah sering ke sini, karena memang lokasi nya di dataran tinggi jadi ya sejuk meskipun di siang hari yang panas. Area hijau yang bebas asap rokok, ramah anak, namun masih saja ada yang buang sampah sembarang an, padahal sudah banyak disediakan tempat sampah. Di Pinggir alun alun batu ini banyak terdapat warung makanan dan minuman.  1 ",Alun Alun Kota Wisata Batu,Tidak diketahui
Merina Wati,5,Beberapa hari lalu,"BARU Tempatnya luas, banyak penjualan makanan disekitar alun2 Batu, kalau musim liburan atau weekend rame banget, ada banyak makanan dan jajanan khas Jawa Timur, Susu Murni KUD Batu dan yg lalu nyoba sate kambing Rumah Makan Cairo depannya Alun2 enak tidak berbau dan tidak alot mantap 👍 …  ",Alun Alun Kota Wisata Batu,Tidak diketahui
JERAT - Jaringan rakyat anti tukang parkir ilegal,2,1 bulan lalu,Banyak pengamen dan parkir²nya juga berbayar. Apa itu sudah peraturannya kalau parkir di alun2 barus berbayar?  ,Alun Alun Kota Wisata Batu,Tidak diketahui
MiyXD,3,5 bulan lalu,"Nyaman, banyak tempat duduk, Toilet gratis, tapi ini kenapa wahana² nya jarang banget saya lihat aktif? Tolong diperbaiki secepatnya. Untuk anak² sangat nyaman Gratis dan nyaman",Alun Alun Kota Wisata Batu,Tidak diketahui
Suryadi Lipan,5,1 minggu lalu,"BARU Tempatnya nyaman, bagus, cocok untuk keluarga Bagus bersih",Alun Alun Kota Wisata Batu,Tidak diketahui
Tanzania Faizal,5,6 bulan lalu,Pertama kali ke Alun-Alun Batu bener² wow banget ramai dan padet saking banyaknya orang yang jajan. Penjualnya tertata banget posisi jualannya dan sempat bingung karena saking banyaknya yang jualan makanan 😂 …  ,Alun Alun Kota Wisata Batu,Tidak diketahui
3 M / Tumpang TV,4,4 bulan lalu,"Sayang beberapa sarana prasarana jadi agak kurang terawat...mungkin perlu ada kotak donasi atau sekalian berbayar buat biaya perawatan Cocok buat keluarga, cuma gak sebagus awalnya dulu Perlu kotak donasi untuk biaya perawatan Terlalu sempit kalau bawa binatang peliharaan, pupnya repot",Alun Alun Kota Wisata Batu,Tidak diketahui
Miss Ferlyn,4,1 minggu lalu,"BARU Ramai, tiap malam ada pusat kuliner. Beragam kuliner bisa ditemui disini. Ada spot bermain di dalam alun2.. Ada toilet umum Sebaiknya tdk membawa hewan peliharaan",Alun Alun Kota Wisata Batu,Tidak diketahui
Realino Aditya,5,7 bulan lalu,"Tempat yang bagus untuk dikunjungi karena terdapat taman, bianglala, fasilitas seperti kamar mandi dan lain-lain. Juga terdapat beberapa warung disekitar alun-alun. Untuk harga tiket masuk nya gratis kecuali kalau mau naik bianglala harus membayar. Ada didepan air mancur",Alun Alun Kota Wisata Batu,Tidak diketahui
Yon Cahyadi,5,7 bulan lalu,Banyak jajanan enak disini.....suasan adem...apalagi gerimis tipis..jadi makin syahdu.....klo ke Batu harus kesini.... Makin malam - makin rame  ,Alun Alun Kota Wisata Batu,Tidak diketahui
SATYA IRCHAM ALAM,4,7 bulan lalu,"Buat sebuah alun-alun kota, disini lumayan nyaman & bersih lah. Ada banyak wahana buat anak2 sama street food yang berjejer Bisa Ada Jangan",Alun Alun Kota Wisata Batu,Tidak diketahui
Daniarto Kusuma,5,5 bulan lalu,"Awal nya pgn ksini nya malam biar rame cari makan dan jalan jalan,,, tp krn cm Bntr ksini pagi cari sarapan sdh banyak.... Lokasi luas cuma pintu masuk keluar nya bingung hehehehe, Bersih Blm ketemu tp sptinya ada Gak punya anjing aku",Alun Alun Kota Wisata Batu,Tidak diketahui
Capybara,5,1 tahun lalu,Tempat bermain untuk anak-anak dan keluarga Ada tapi sepertinya tidak berfungsi Anjing naon,Alun Alun Kota Wisata Batu,Tidak diketahui
RERE SUBAGIO,4,1 minggu lalu,"BARU Banyak kuliner & makanannya enak2, tp agak pricey 😊😊 Bianglala tdk berfungsi",Alun Alun Kota Wisata Batu,Tidak diketahui
Damar Kusuma,5,5 bulan lalu,"Masih menjadi alun2 terbaik dari semua kota yg pernah saya kunjungi. Memiliki nilai nostalgia saat kuliah di UMM. Tempatnya masih rapih, bersih, terawat, dan sekarang bawa anak jadi semakin happy. Ada playground yg bersih dan terawat. GRATIS. Bersih dan GRATIS. Belum keliatan anjingnya, masih baik.",Alun Alun Kota Wisata Batu,Tidak diketahui
Beatrice Arifianingtyas,4,1 bulan lalu,Tempat wisata yg wajib dikunjungi kalo ke kota batu  ,Alun Alun Kota Wisata Batu,Tidak diketahui
Setiawan Imanuel,5,2 bulan lalu,"Ramai sekali parkiran susah harus bersabar untuk dapat parkiran, banyak jajanan jadi siapin kocek yg banyak ya klo mw ksini  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Aga Bacth,5,1 tahun lalu,"Tempatnya rame, parkiran motor atau mobil juga luas. Gak perlu takut kelaparan karena di setiap sepanjang jalan banyak pedagang yg berjualan berbagai macam makan,an.. Kalau mau sholat jga dekat dengan masjid, hanya tinggal nyebrang jalan aja untuk ke arah masjidnya.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Emha21,4,6 bulan lalu,"Cari sarapan murah meriah, soto/pecel 10 rb. Street food ala batu malang  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Dyah ayu pramudita,5,7 bulan lalu,"Bagus banget, kalau malem lampu""nya terang"", tapi mungkin untuk pintu keluar aja yang bingung nyari nya kemarin waktu kesana hujan setelah itu mau keluar dari area alun"" Bingung cari pintu keluar karena semuanya yang harusnya jadi pintu keluar dipagar jadi bingung harus muter lagi ketempat yang pertama, terkait jajanan ya usahakan bawa banyak uang sih, soalnya banyak kuliner,",Alun Alun Kota Wisata Batu,Tidak diketahui
Edy Supriyanto,5,1 bulan lalu,"Lokasinya pas ditengah² kota batu, cuma sayangnya susah nyari lahan parkir, klo moment² tertentu,,  ",Alun Alun Kota Wisata Batu,Tidak diketahui
adib jauhari,5,8 bulan lalu,"Alun-Alun Kota paling bagus dan rapi yang pernah saya kunjungi. Banyak fasilitas publik, buat anak-anak juga nyaman karena ada playground nya. Sayangnya bianglala udah rusak.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Desi Ratna,5,1 bulan lalu,Kalau ke batu pasti ke alun alun. Karena memang secandu itu tempatnya. Kuliner sangat beragam tinggal pilih dan di beli 😁 …  ,Alun Alun Kota Wisata Batu,Tidak diketahui
Faris Nst,5,1 tahun lalu,"Review ini berdasarkan observasi saya. Saya melihat seru ya duduk2 dan menikmati waktu sejenak disini melihat anak-anak kecil bermain. Ukurannya kecil namun banyak playground area untuk anak-anak. Parkir motor luas namun parkir mobil yang agak sulit. Di samping alun-alun ada masjid agung dan disekitar alun-alun ini berjejer restoran, cafe, dan sentra kuliner. Selamat menikmati kota Batu.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Deby Wulan,5,10 bulan lalu,"Kesini waktu liburan ke Batu, saat itu malam hari sekitar pukul 12 malam, dari hotel. Sampai sana jam setengah 1 an malam, suasananya sudah tidak seberapa hiruk, enak banget buat cari bakaran seafood malem malem. Banyak pilihan makanan, tinggal pilih.  1 ",Alun Alun Kota Wisata Batu,Tidak diketahui
Sania Nisa Kamila,5,3 bulan lalu,"Banyak pilihan makanan, parkiran juga luas banyak yg ngatur kok. Bakso Wali Barokah recommended banget, enak parahhh.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
alyssum vardia,5,1 tahun lalu,"Tempat yang cocok untuk main ketika gabut, bisa sekedar ngelamun, diam ajaa, kencan, momong bocil, ngrumpi sama teman Menikati vibes Batu Tempat duduk banyak, disarankan bawa topi dan payung karena ketika cuaca cerah lumayan panas tersedia playground untuk bermain toiletnya ada",Alun Alun Kota Wisata Batu,Tidak diketahui
Ronald Haliem,5,1 bulan lalu,"salah satu tujuan klo ke kota batu, wisata kuliner di alun alun kota. klo malam bagus, banyak lampu gemerlap ada playground gratis untuk anak2 disana toilet disana di waktu rame banyak orang terjadi antrian terutama untuk toilet wanita",Alun Alun Kota Wisata Batu,Tidak diketahui
Moh Auwalur Rizal,3,8 bulan lalu,"Sebenernya kalau pergi ke batu kurang lengkap kalau tidak mampir ke alun - alun batu untuk sekedar duduk atau beli jajanan. Tapi sayangnya makin ke sini, alun - alun ini semakin kurang terawat mulai dari kolam air mancur yg kotor, bianglala segede itu mangkrak, dll. Tempat ini bisa dibilang setiap hari tidak pernah sepi pengunjung.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Dayat Sutrisno,5,1 minggu lalu,BARU Rame - makanan buat sarapan pagi komplit  ,Alun Alun Kota Wisata Batu,Tidak diketahui
yohan nanda,1,2 bulan lalu,Air kolam bau tdk pernah di kuras Biang lala sudah lama rusak tdk di perbaiki Saluran air dijalan bau sekali  ,Alun Alun Kota Wisata Batu,Tidak diketahui
Wirian Risda,4,1 tahun lalu,"Tempat wisata gratis. Tempat kuliner/street food yg cukup luas dan bervariatif. Tempat hiburan yg cukup terjangkau. Banyak yg bisa dijadikan lapangan pekerjaan disana. Alhamdulillah lah sinkron semuaa. Alun2 bagian dalam juga lebih tertata. Pedagang hanya boleh diluar, keluar masuk 1 pintu, ada toilet, banyak spot untuk duduk, dll. Taman bermain untuk anak2 cukup bersih dan terawat. Tapi harus didampingi pribadi karen tidak ada penjaga. Btw dulu ada spot air mancur buat mainan anak2. Tapi sekarang uda sering mati/tutup. Entah kenapa, mungkin banyak yg menyalahgunakan. Dulu ada juga spot miniatur lalu lintas. Lucu deh pokoknya. Tapi sekarang jarang liat buka. Kayaknya uda tutup juga. Tersedia beberapa spot toilet di dalam alun-alun. Sebenarnya tidak cocok untuk piknik (gelar tikar) karena tidak boleh menginjak tanaman. Cocoknya ya cuma buat duduk duduk aja di bangku yg tersedia  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Agung Restu Saputra,4,1 bulan lalu,Ya seperti alun alun pada umumnya kota. Cuma pintu masuk di barat agak effort muternya.  ,Alun Alun Kota Wisata Batu,Tidak diketahui
Sendal Terbang,5,1 bulan lalu,"Baru ke sini, tampatnya seru. Bersih. Asik buat nenangin fikiran, ditambah dinginnya kota batu.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Setek Ae,5,5 bulan lalu,Tempatnya bersih dan nyaman.... Banyak pedagang makanan...kesana saat libur panjang jadi rame sekali....kesana lebih enak pas malam hari.... Taman bermain bianglala,Alun Alun Kota Wisata Batu,Tidak diketahui
Wijaya Jati,3,1 tahun lalu,"Lokasi ditengah kota, dekat masjid agung, merupakan taman bermain anak, banyak pedagang makanan disekitar nya, taman cukup bersih, ada beberapa wahana permainan anak, dilarang merokok, tersedia tempat sampah.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Novita Rachmasari,5,6 bulan lalu,"Menyenangkan, wisata murah meriah di Batu. Ada delman, kereta kelinci, papan seluncur. PKL sudah tertata rapi, banyak toilet, dekat dengan masjid dan plaza Batu.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Wenny,5,2 bulan lalu,Hari biasa pun rame dan banyak yg jualan  ,Alun Alun Kota Wisata Batu,Tidak diketahui
Sulaiman Rhosyid,4,1 tahun lalu,"Lokasinya nyaman buat anak-anak... Ada playgroundnya juga... Gratis... Ada banyak tempat duduk... Toilet umum lumayan bersih... Mungkin perlu di renovasi agar lebih bagus dan diberi petugas agar kebersihan terjaga, mengingat banyaknya pengunjung... Overall lumayan lah  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Jenny's Voice,4,1 tahun lalu,"Tempat untuk jalan-jalan melihat situasi kota Batu sambil kulineran. Banyak sekali jajanan kaki lima (street food) selain resto fast food yang sudah ternama. Kalau datang di akhir pekan, Sabtu-Minggu ramai sekali. Tapi cukup banyak pilihan parkiran baik motor maupun mobil. Bisa parkir di depan Batu Plaza. Ada beberapa wahana anak-anak, ada juga yang bisa untuk dewasa. Bagi yang sekedar duduk-duduk sambil menikmati jajanan bisa bersantai di sekitar air mancur ataupun bangku-bangku taman. Ada kendaraan wisata yang dihias lampu warna-warni bisa dipakai untuk berkeliling seputar alun-alun.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
welly anggoro,5,1 tahun lalu,"Banyak pilihan jajanan dan makanan di tempat ini, yang perlu di coba dengan keluarga atau teman teman. agak ramai karena memang liburan sekolah dan padat. Parkiran mobil dan motor tersedia hanya saja memang padat dan ramai. Wajib di kunjungi Banyak tempat bermain untuk anak anak dan banyak taman untuk berkumpul.",Alun Alun Kota Wisata Batu,Tidak diketahui
Lilis Rahmatika,5,7 bulan lalu,"Mlm minggu seru banget , jajan sempol cuma 500 prk saja murah meriah , kalo kesini jgn lupa beli es jeruk baby java seger tnpa gula tmbhn  1 ",Alun Alun Kota Wisata Batu,Tidak diketahui
orind takachibana,4,6 bulan lalu,"Rameee kalau weekend, penuh sesak. Di sekitaran alun alun banyak terdapat tempat makan/ pujasera. Harus bisa pilih pilih biar nggak kena harga mahal pas makan disana kalo bukan warga lokal. Mending pilih yg sudah ada tulisan harganya ya, tidak semua tapi ada beberapa 🙏🏻",Alun Alun Kota Wisata Batu,Tidak diketahui
artanti wm,5,5 bulan lalu,"Ke Malang nggak pernah nggak pingin mampir alun² Batu 😍 kulinerannya ok, buat ajak main anak murmer .. cari parkirnya aja sih yg lumayan susah …  ",Alun Alun Kota Wisata Batu,Tidak diketahui
herlina kus hendriani,4,5 bulan lalu,"Rame poll karena weekend, kuliner banyak tinggal pilih.  ",Alun Alun Kota Wisata Batu,Tidak diketahui
MasBoo Channel,4,5 bulan lalu,Tempat ramai banyak jajanan. Tempat parkir agak susah kalau di hari libur,Alun Alun Kota Wisata Batu,Tidak diketahui
Ethalia Puspa,5,1 tahun lalu,"Kalau ke Batu malang pasti mampir ke alun alun batu buat sekedar jalan-jalan atau mencari makan malam di sini, tapi kalau musim liburan susah sekali cari parkirnya  ",Alun Alun Kota Wisata Batu,Tidak diketahui
Suyud S,4,1 bulan lalu,"Alun alun kota wisata Batu tempat bersantai bersama keluarga, tempat kuliner. Sangat cocok untuk berlibur Apalagi buka sampai malam. Sangat di sayangkan sekali di jam malam pengunjungnya rata rata pasangan muda dan sepertinya dimanfaatkan untuk pacaran. Bisa jadi perhatian untuk keamanan Alun Alun kota wisata Batu supaya tetap jadi kota Wisata, tempat berlibur, tempat bersantai, tempat bersenang bersama keluarga bukan untuk tempat Pacaran. Terima Kasih  ",Alun Alun Kota Wisata Batu,Tidak diketahui
retnoamara dilahsari,1,1 minggu lalu,"BARU Kamar mandi kotor parah pesing dan bau kotoran parah, habis makan ke kamar mandi auto muntah,, minimal ada pengharum ruangan bisa diperhatikan lagi kebersihan nya🥲",Alun Alun Kota Wisata Batu,Tidak diketahui
Sari Fatmawati,4,2 tahun lalu,"Salah satu icon kota Batu yg wajib di kunjungi. Tiap kesini selalu ramai dan makin keren. Bersih dan tertata rapi. Sesuai dg kepopulerannya, taman disini dijaga dg sangat baik dg bunga2 yg cantik dan beraneka ragam. Suasana teduh dan adem. Terdapat area khusus bermain anak. Tempat duduk tersebar di setiap sudut. Tempat sampah banyak. Petugas taman dan kebersihan aktif bekerja. Tersedia toilet. Ruang informasi. Didekat alun2 jg ada pasar. Banyak warung dan tempat beli oleh2 dg harga wajar. Namun ada fountain air minum umum yg tidak aktif. Mungkin suatu hr bisa digunakan lg. Jd jadilah pengunjung yg baik dan pintar. Jaga kebersihan dan kelestarian alam kota. 🥰 Area khusus untuk anak2.",Alun Alun Kota Wisata Batu,Tidak diketahui
Nofa Sugihartono,5,1 tahun lalu,"Temepatnya bersih, toilet gratis, tetap nyaman buat olahraga, santai dan juga jajan. Sayangnya wahana bianglala masih dlm perbaikan. Tapi kadang masih ada pengunjung yg masuk ke area taman shg nginjak rumput. Jajanan diluar alun2 lengkap tapi boleh kok dimakan di dalam alun2 asalkan sampah nya dibuang PD tempat yg disediakan  1 ",Alun Alun Kota Wisata Batu,Tidak diketahui
Zulfan Maulana Ahmad / 31,5,3 bulan lalu,Tempat nya nyaman dan cocok untuk destinasi liburan untuk keluarga.,Alun Alun Kota Wisata Batu,Tidak diketahui
Mohd. Agoes Aufiya,4,2 tahun lalu,"Berbagi pengalaman di Malam Ahad... Lumayan ramai walau sempat gerimis... Banyak kuliner kekinian... Ada tempat permainan anak gratis (play ground)... Paling asik naik Ferris Wheel (bianglala), cuma lima ribu, mulai jam 7 malam Rp 5 ribu per-orang termasuk Merry Go Round (Komedi Putar). Mungkin pencahayaan perlu ditingkatkan agar tidak terlalu gelap dibeberapa titik. Rekomendasi 👍🏼👍🏼  3 ",Alun Alun Kota Wisata Batu,Tidak diketahui
